star_id,name,brightness_apparent,stellar_classification,constellation,galaxy_id
559,13 G. Aql,5.82,A4V,Aquila,43
560,49 G. Aql,5.84,B6III,Aquila,43
561,100 G. Aql,5.87,F8V,Aquila,43
562,5 Aql,5.89,A2m,Aquila,43
563,υ Aql,5.89,A3IV,Aquila,43
564,103 G. Aql,5.9,K5III,Aquila,43
565,10 Aql,5.91,A4p(Eu-Cr-Sr),Aquila,43
566,64 Aql,5.97,K1IV,Aquila,43
567,HD 185018,5.98,G0Ib,Aquila,43
568,QS Aql,5.98,B5V,Aquila,43
569,80 G. Aql,6.0,K5III,Aquila,43
570,ω2 Aql,6.03,A2V,Aquila,43
571,131 G. Aql,6.05,K0,Aquila,43
572,8 Aql,6.08,F2III,Aquila,43
573,HD 183589,6.08,K5Ib,Aquila,43
574,V923 Aql,6.09,B5.5IIIpe-B8V,Aquila,43
575,R Aql,6.09,M6.5-9e,Aquila,43
576,137 G. Aql,6.1,K1III:,Aquila,43
577,V500 Aql,6.1,pec(NOVA) – e+cont,Aquila,43
578,85 G. Aql,6.12,K5III,Aquila,43
579,68 Aql,6.12,B9V,Aquila,43
580,HD 188385,6.14,A2V,Aquila,43
581,HD 194244,6.14,B9V,Aquila,43
582,HD 187923,6.16,G0V,Aquila,43
583,101 G. Aql,6.17,G8III,Aquila,43
584,34 G. Aql,6.19,A1Vn,Aquila,43
585,6 G. Aql,6.2,B9III,Aquila,43
586,145 G. Aql,6.21,B8IIIp,Aquila,43
587,7 G. Aql,6.22,F5IV,Aquila,43
588,4 G. Aql,6.24,A1V,Aquila,43
589,12 G. Aql,6.25,K2III,Aquila,43
590,52 G. Aql,6.25,K2,Aquila,43
591,ψ Aql,6.25,B9III-IV,Aquila,43
592,88 G. Aql,6.25,A1m,Aquila,43
593,HD 191984,6.25,A0,Aquila,43
594,37 G. Aql,6.31,G9III,Aquila,43
595,43 G. Aql,6.31,K0,Aquila,43
596,HD 183144,6.31,B4III,Aquila,43
597,71 G. Aql,6.31,K2,Aquila,43
598,60 G. Aql,6.32,K0,Aquila,43
599,46 Aql,6.33,B9III,Aquila,43
600,25 G. Aql,6.34,B5Vn,Aquila,43
601,44 G. Aql,6.34,F6V,Aquila,43
602,unnamed602,6.34,B3IV,Aquila,43
603,V450 Aql,6.35,M5III-M8III,Aquila,43
604,67 G. Aql,6.36,B3III,Aquila,43
605,HD 174569,6.37,K5III+...,Aquila,43
606,U Aql,6.37,F5-G1I-II,Aquila,43
607,61 G. Aql,6.37,F6IV,Aquila,43
608,unnamed608,6.37,K0II-III,Aquila,43
609,V1472 Aql,6.37,M2 comp,Aquila,43
610,V1401 Aql,6.38,F1III,Aquila,43
611,24 Aql,6.4,K0II-III:..,Aquila,43
612,136 G. Aql,6.41,K5,Aquila,43
613,75 G. Aql,6.43,K0,Aquila,43
614,HD 191104,6.43,F3V,Aquila,43
615,unnamed615,6.44,F8Ib-II,Aquila,43
616,HD 192699,6.44,G8IV,Aquila,43
617,HD 179791,6.47,A3V,Aquila,43
618,77 G. Aql,6.47,B3III,Aquila,43
619,87 G. Aql,6.47,K0...,Aquila,43
620,110 G. Aql,6.47,K0,Aquila,43
621,122 G. Aql,6.47,K5,Aquila,43
622,142 G. Aql,6.47,K2,Aquila,43
623,V1339 Aql,6.49,B2.5IVe,Aquila,43
624,57 Aql B,6.49,B8V,Aquila,43
625,HD 188405,6.49,F2V,Aquila,43
626,V1691 Aql,6.5,A9V,Aquila,43
627,V Aql,6.78,"C5,4 – C6,4(N6)",Aquila,43
628,TT Aql,7.1,F6-G5,Aquila,43
629,HD 186641,7.34,K0,Aquila,43
630,V604 Aql,7.6,pec(NOVA) – e+cont,Aquila,43
631,HD 183263,7.86,G2IV,Aquila,43
632,HD 179079,7.96,G5IV,Aquila,43
633,V1703 Aql,8.1,K2V,Aquila,43
634,HD 176986,8.45,K2.5V,Aquila,43
635,HD 181234,8.59,G5,Aquila,43
636,Gliese 726,8.7,K5V,Aquila,43
637,V1494 Aql,8.8,pec(NOVA) – e+cont,Aquila,43
638,WASP-74,9.7,F9,Aquila,43
639,HAT-P-41,11.09,,Aquila,43
640,V603 Aql,11.64,pec(NOVA) – e+cont,Aquila,43
641,WASP-80,11.88,,Aquila,43
642,IRC -10414,12.0,M7 I,Aquila,43
643,χ Aql B,12.3,G0:+A3V,Aquila,43
644,CoRoT-2,12.57,G7V,Aquila,43
645,CoRoT-3,13.3,F3V,Aquila,43
646,SS 433,14.2,A7Ib,Aquila,43
647,CoRoT-8,14.8,K1V,Aquila,43
648,CoRoT-10,15.22,K1V,Aquila,43
649,VB 10,17.3,M8V,Aquila,43
650,V606 Aql,,pec(NOVA) – e+cont,Aquila,43
651,W50 (nebula),,,Aquila,43
652,β Ara,2.84,K3Ib-II,Ara,43
653,α Ara,2.84,B2Vne,Ara,43
654,ζ Ara,3.12,K5III,Ara,43
655,γ Ara,3.31,B1Ib,Ara,43
656,δ Ara,3.6,B8V,Ara,43
657,θ Ara,3.65,B2Ib,Ara,43
658,η Ara,3.77,K5III,Ara,43
659,ε1 Ara,4.06,K4III,Ara,43
660,σ Ara,4.56,A0V,Ara,43
661,λ Ara,4.76,F3IV,Ara,43
662,μ Ara,5.12,G3IV-V,Ara,43
663,κ Ara,5.19,K1III,Ara,43
664,ι Ara,5.21,B2IIIne,Ara,43
665,π Ara,5.25,A7V,Ara,43
666,ε2 Ara,5.27,F6V,Ara,43
667,HD 157661,5.28,B8V,Ara,43
668,41 G. Ara,5.47,G8V,Ara,43
669,ρ2,5.53,B9IV,Ara,43
670,HD 150898,5.55,B0Iab,Ara,43
671,HD 150168,5.62,B1II,Ara,43
672,HD 153053,5.64,A3V,Ara,43
673,HD 150136,5.65,O3.5If*+O6V,Ara,43
674,V539 Ara,5.68,B2V + B3V,Ara,43
675,HD 156838,5.69,B2IV,Ara,43
676,HD 157753,5.72,K2III,Ara,43
677,HD 153716,5.73,B5IV,Ara,43
678,HD 150745,5.74,B2IV-V,Ara,43
679,HD 156854,5.76,G8/K0III,Ara,43
680,HD 156942,5.76,B8Ib/II,Ara,43
681,HD 160263,5.78,A0V,Ara,43
682,HD 156768,5.86,G8Ib/II,Ara,43
683,HD 154903,5.87,K0III-IV,Ara,43
684,HD 159463,5.89,K0III-IV,Ara,43
685,HD 157662,5.9,B9II,Ara,43
686,HD 151967,5.91,M0III,Ara,43
687,HD 156091,5.93,K2IIICN...,Ara,43
688,HD 157819,5.93,G8II/III,Ara,43
689,HD 152527,5.94,A0III,Ara,43
690,V854 Ara,5.94,M1/M2III,Ara,43
691,V862 Ara,5.95,B7II-III,Ara,43
692,HD 150576,5.96,G8III,Ara,43
693,HD 153221,5.98,G5IV,Ara,43
694,HD 152082,5.99,A0III,Ara,43
695,HD 158476,6.04,F8/G0Ib,Ara,43
696,HD 153791,6.07,A2/A3V,Ara,43
697,HR 6384,6.08,M1/2II/III+A,Ara,43
698,HD 159018,6.09,B9III,Ara,43
699,HD 161420,6.09,A9IV,Ara,43
700,ν2 Ara,6.09,B9.5III/IV,Ara,43
701,HD 162123,6.09,G6III,Ara,43
702,HD 165493,6.13,B7/B8II,Ara,43
703,HD 149485,6.16,B8Vn,Ara,43
704,HD 149837,6.17,F2III-IV,Ara,43
705,HD 157599,6.17,B8/B9V,Ara,43
706,HD 150421,6.22,F5Iab,Ara,43
707,HD 157524,6.22,B7/B8V,Ara,43
708,V828 Ara,6.26,B2IVne,Ara,43
709,HD 158895,6.26,B5II/III,Ara,43
710,HD 163071,6.26,B4III,Ara,43
711,HD 156331,6.27,F2III,Ara,43
712,V626 Ara,6.28,M3III,Ara,43
713,V872 Ara,6.3,A9V,Ara,43
714,ρ1 Ara,6.3,B3Vnpe,Ara,43
715,HD 158907,6.32,G6/G8III,Ara,43
716,HD 154555,6.37,B8II/III,Ara,43
717,HD 153201,6.4,Ap...,Ara,43
718,HD 153370,6.43,A7V,Ara,43
719,HD 151566,6.45,A5+...,Ara,43
720,HD 164896,6.46,A2III,Ara,43
721,HD 150897,6.47,A1V,Ara,43
722,HD 152220,6.49,K1II,Ara,43
723,HD 155951,6.5,K1III,Ara,43
724,HD 157832,6.65,B2Vne,Ara,43
725,HD 156411,6.67,G1Vw...,Ara,43
726,R Ara,6.73,B9IV/V,Ara,43
727,HD 155555,6.77,G5IV+K0IV-V,Ara,43
728,HD 156385,6.92,WC7.5,Ara,43
729,HD 154857,7.25,G5V,Ara,43
730,V535 Ara,7.36,A8V,Ara,43
731,HD 154672,8.21,G3IV,Ara,43
732,RW Ara,8.97,A1IV,Ara,43
733,HD 152079,9.2,G6V,Ara,43
734,Gliese 674,9.36,M2.5,Ara,43
735,Gliese 676A,9.59,M0,Ara,43
736,S Ara,10.73,A3,Ara,43
737,SAO 244567,10.75,B3e,Ara,43
738,AE Ara,11.0,M2-5.5+Be,Ara,43
739,CPD -56 8032,11.04,WC10,Ara,43
740,AT Ara,11.5,K2+,Ara,43
741,GX 339-4,15.5,,Ara,43
742,BPM 25114,15.62,DA:,Ara,43
743,Westerlund 1-26,16.79,M5-6Ia,Ara,43
744,4U 1636-53,17.5,A1IV,Ara,43
745,SGR 1627-41,,,Ara,43
746,Gliese 676B,,M3,Ara,43
747,BF Ara,,,Ara,43
748,OY Ara,,,Ara,43
749,CXOU J164710.2-455216,,,Ara,43
750,PSR J1644-4559,,,Ara,43
751,XTE J1650-500,,K4V,Ara,43
752,XTE J1701-462,,,Ara,43
753,Hamal,2.01,K2III,Aries,43
754,β Ari,2.64,A5V...,Aries,43
755,41 Ari,3.61,B8Vn,Aries,43
756,δ Ari,4.35,K2IIIvar,Aries,43
757,HD 20644,4.47,K2II-III,Aries,43
758,39 Ari,4.52,K1III,Aries,43
759,γ2 Ari,4.62,kA0hA3(IV)SiSr,Aries,43
760,35 Ari,4.65,B3V,Aries,43
761,γ1 Ari,4.7,B9.5IV,Aries,43
762,λ Ari,4.79,F0V,Aries,43
763,ζ Ari,4.87,A1V,Aries,43
764,14 Ari,4.98,F2III,Aries,43
765,κ Ari,5.03,A2m,Aries,43
766,ι Ari,5.09,K1p...,Aries,43
767,τ2 Ari,5.1,K3III,Aries,43
768,38 Ari,5.18,A7III-IV,Aries,43
769,ε Ari A,5.2,A2Vs,Aries,43
770,η Ari,5.23,F5V,Aries,43
771,π Ari,5.26,B6V,Aries,43
772,τ1 Ari,5.27,B5IV,Aries,43
773,33 Ari,5.3,A3V,Aries,43
774,ν Ari,5.45,A7V,Aries,43
775,52 Ari A,5.45,B7Vn,Aries,43
776,ξ Ari,5.48,B7IV,Aries,43
777,ε Ari B,5.5,A2Vs,Aries,43
778,64 Ari,5.5,K4III,Aries,43
779,σ Ari,5.52,B7V,Aries,43
780,62 Ari,5.55,G5III,Aries,43
781,21 Ari,5.57,F6V,Aries,43
782,θ Ari,5.58,A1Vn,Aries,43
783,ρ3 Ari,5.58,F6V,Aries,43
784,HD 20149,5.61,A1Vs,Aries,43
785,10 Ari,5.64,F8IV,Aries,43
786,31 Ari,5.64,F7V,Aries,43
787,HD 19270,5.64,K3III,Aries,43
788,15 Ari,5.68,M3III,Aries,43
789,19 Ari,5.72,M0III,Aries,43
790,μ Ari,5.74,A0V,Aries,43
791,55 Ari,5.74,B8III,Aries,43
792,7 Ari,5.76,K1III,Aries,43
793,ρ2 Ari,5.76,M6IIIvar,Aries,43
794,ο Ari,5.78,B9Vn,Aries,43
795,56 Ari,5.78,B9p Si,Aries,43
796,20 Ari,5.79,F6IV-V,Aries,43
797,47 Ari,5.8,F5IV,Aries,43
798,1 Ari A,5.83,K1III+...,Aries,43
799,40 Ari,5.83,K1III,Aries,43
800,4 Ari,5.86,B9.5V,Aries,43
801,HD 15524,5.88,F6IV,Aries,43
802,HD 12139,5.89,K0III-IV,Aries,43
803,HR 830,5.89,A0V,Aries,43
804,1 Ari B,5.9,,Aries,43
805,49 Ari,5.91,A3m,Aries,43
806,59 Ari,5.91,G8IV,Aries,43
807,54 Cet,5.93,F2Vw,Aries,43
808,HD 18700,5.93,K6,Aries,43
809,HD 13522,5.96,K0,Aries,43
810,HD 12479,5.97,M2III,Aries,43
811,HD 19698,5.97,B8V,Aries,43
812,29 Ari,6.0,F8V,Aries,43
813,11 Ari,6.01,B9IV-Vn,Aries,43
814,16 Ari,6.01,K4III,Aries,43
815,HD 19637,6.02,K3III,Aries,43
816,66 Ari,6.03,K0IV,Aries,43
817,65 Ari,6.07,A1V,Aries,43
818,HD 12140,6.09,A6V,Aries,43
819,HD 19789,6.11,K0IIIp,Aries,43
820,53 Ari,6.13,B1.5V,Aries,43
821,HD 15152,6.14,K5III,Aries,43
822,26 Ari,6.14,A9V,Aries,43
823,60 Ari,6.14,K3III:,Aries,43
824,HD 15385,6.2,A5m,Aries,43
825,27 Ari,6.21,G5III-IV,Aries,43
826,HD 12594,6.24,K4III,Aries,43
827,54 Ari,6.25,M0III,Aries,43
828,HD 17918,6.3,F5III,Aries,43
829,85 Cet,6.32,A2V,Aries,43
830,HD 16955,6.35,A3V,Aries,43
831,HD 19080,6.37,K3III,Aries,43
832,HD 18928,6.38,F0V,Aries,43
833,HD 13201,6.4,F5V,Aries,43
834,HD 20367,6.4,G0V,Aries,43
835,HD 19549,6.41,K2,Aries,43
836,HD 19600,6.42,A0V,Aries,43
837,HD 14262,6.45,A7V,Aries,43
838,36 Ari,6.46,K2III,Aries,43
839,UX Ari,6.47,G5IV,Aries,43
840,30 Ari A,6.48,F6III,Aries,43
841,HD 14067,6.51,G9 III,Aries,43
842,51 Ari,6.62,G8V,Aries,43
843,VW Ari,6.69,F0IV,Aries,43
844,AF Ari,6.71,G3III,Aries,43
845,VY Ari,6.76,K0,Aries,43
846,50 Ari,6.8,A0V,Aries,43
847,23 Ari,6.83,F8V,Aries,43
848,52 Ari B,7.0,,Aries,43
849,ρ1 Ari,7.01,A3,Aries,43
850,30 Ari B,7.09,F6V,Aries,43
851,R Ari,7.4,M3-6e,Aries,43
852,HD 12661,7.44,K0V,Aries,43
853,HD 17674,7.56,G0V,Aries,43
854,HD 14787,7.63,G5,Aries,43
855,HIP 14810,8.52,G5V,Aries,43
856,BD +20°307,9.01,G0V,Aries,43
857,X Ari,9.04,F0.5,Aries,43
858,RX Ari,9.41,F2V,Aries,43
859,HAT-P-47,10.6,,Aries,43
860,SS Ari,10.15,G0,Aries,43
861,TT Ari,10.2,Bep:,Aries,43
862,RV Ari,11.61,A0,Aries,43
863,WASP-11/HAT-P-10,11.89,K3V,Aries,43
864,HAT-P-48,12.16,,Aries,43
865,L 1159-16,12.26,M4.5,Aries,43
866,LkHα 264,12.46,K5/6e,Aries,43
867,RW Ari,12.51,B8,Aries,43
868,HAT-P-25,13.19,G5,Aries,43
869,HAT-P-52,14.07,,Aries,43
870,WX Ari,15.3,CV,Aries,43
871,Teegarden's star,15.4,M7.5,Aries,43
872,XY Ari,,WD+M0V,Aries,43
873,PSR B0301+19,,,Aries,43
874,Capella,0.08,G8III / G0III,Auriga,43
875,β Aur,1.9,A2V,Auriga,43
876,θ Aur,2.62,A0p Si,Auriga,43
877,ι Aur,2.69,K3IIvar,Auriga,43
878,ε Aur,3.03,F0Ia,Auriga,43
879,η Aur,3.18,B3V,Auriga,43
880,ζ Aur,3.69,K4II comp,Auriga,43
881,δ Aur,3.72,K0III,Auriga,43
882,ν Aur,3.97,K0III,Auriga,43
883,π Aur,4.3,M3IIvar,Auriga,43
884,κ Aur,4.32,G8IIIvar,Auriga,43
885,τ Aur,4.51,G8III,Auriga,43
886,16 Aur,4.54,K3III...,Auriga,43
887,λ Aur,4.69,G0V,Auriga,43
888,χ Aur,4.71,B5Iab,Auriga,43
889,υ Aur,4.72,M1III,Auriga,43
890,2 Aur,4.79,K3III,Auriga,43
891,ψ2 Aur,4.8,K3III,Auriga,43
892,μ Aur,4.82,A4m,Auriga,43
893,63 Aur,4.91,K4II-III,Auriga,43
894,ψ1 Aur,4.92,K5Iabvar,Auriga,43
895,ω Aur,4.93,A1V,Auriga,43
896,ξ Aur,4.96,A2V,Auriga,43
897,9 Aur,4.98,F0V,Auriga,43
898,ψ7 Aur,4.99,K3III,Auriga,43
899,KW Aur,5.01,A9IV,Auriga,43
900,σ Aur,5.02,K4III,Auriga,43
901,ψ4 Aur,5.04,K5III,Auriga,43
902,19 Aur,5.05,A5IIvar,Auriga,43
903,φ Aur,5.08,K4IIIp,Auriga,43
904,65 Aur,5.12,K0III,Auriga,43
905,ρ Aur,5.22,B5V,Auriga,43
906,ψ6 Aur,5.22,K1III,Auriga,43
907,66 Aur,5.23,K0III,Auriga,43
908,ψ5 Aur,5.24,G0V,Auriga,43
909,49 Aur,5.26,A0Vnn,Auriga,43
910,45 Aur,5.34,F5III...,Auriga,43
911,ψ3 Aur,5.34,B8III,Auriga,43
912,40 Aur,5.36,A4m,Auriga,43
913,IQ Aur,5.38,A0p...,Auriga,43
914,26 Aur,5.4,A2V + GIII,Auriga,43
915,UU Aur,5.4,C5II,Auriga,43
916,unnamed916,5.46,A3V,Auriga,43
917,ο Aur,5.46,A0p...,Auriga,43
918,unnamed918,5.54,A3V,Auriga,43
919,PU Aur,5.55,M4III,Auriga,43
920,unnamed920,5.57,K2III,Auriga,43
921,unnamed921,5.64,G9III,Auriga,43
922,HD 34790,5.66,A1Vs,Auriga,43
923,unnamed923,5.67,F5V,Auriga,43
924,unnamed924,5.68,A3III,Auriga,43
925,unnamed925,5.69,B9Ib,Auriga,43
926,51 Aur,5.7,K5III,Auriga,43
927,36 Aur,5.71,B9.5p SiFe,Auriga,43
928,unnamed928,5.74,M0III,Auriga,43
929,RT Aur,5.75,F5.5Ibv,Auriga,43
930,53 Aur,5.76,B9npe...,Auriga,43
931,41 Aur A,5.78,A3V+...,Auriga,43
932,unnamed932,5.78,M1III,Auriga,43
933,WW Aur,5.82,A3m + A3m,Auriga,43
934,HD 30453,5.84,A8m,Auriga,43
935,ψ9 Aur,5.85,B8III,Auriga,43
936,64 Aur,5.87,A5Vn,Auriga,43
937,47 Aur,5.88,K4III,Auriga,43
938,unnamed938,5.88,K0III:,Auriga,43
939,unnamed939,5.9,A5IV,Auriga,43
940,unnamed940,5.9,G5III,Auriga,43
941,39 Aur,5.9,F3V,Auriga,43
942,unnamed942,5.92,A1p,Auriga,43
943,unnamed943,5.94,B9III,Auriga,43
944,5 Aur,5.95,F5V,Auriga,43
945,V433 Aur,5.98,B2IV-V,Auriga,43
946,unnamed946,5.98,K0,Auriga,43
947,AE Aur,5.99,O9.5Vvar,Auriga,43
948,unnamed948,5.99,K0IIIp,Auriga,43
949,V394 Aur,6.01,M3II comp,Auriga,43
950,unnamed950,6.02,B2II: comp,Auriga,43
951,54 Aur,6.02,B7III,Auriga,43
952,62 Aur,6.02,K2III,Auriga,43
953,unnamed953,6.03,K3III:,Auriga,43
954,HIP 26712,6.04,B9.5III-IVp,Auriga,43
955,unnamed955,6.04,M2II:,Auriga,43
956,unnamed956,6.04,B9.5IV,Auriga,43
957,unnamed957,6.06,A0V,Auriga,43
958,unnamed958,6.07,K1III,Auriga,43
959,unnamed959,6.08,G3Ib,Auriga,43
960,38 Aur,6.08,K0III,Auriga,43
961,41 Aur B,6.09,,Auriga,43
962,unnamed962,6.1,B2Ib,Auriga,43
963,unnamed963,6.1,F0V:,Auriga,43
964,59 Aur,6.1,F2V,Auriga,43
965,unnamed965,6.11,A2sh,Auriga,43
966,unnamed966,6.12,G0V,Auriga,43
967,unnamed967,6.14,K0II-III,Auriga,43
968,unnamed968,6.14,K2III,Auriga,43
969,AR Aur,6.15,B9.5V,Auriga,43
970,unnamed970,6.15,K0III,Auriga,43
971,unnamed971,6.16,A0V,Auriga,43
972,V352 Aur,6.16,A9III,Auriga,43
973,HD 35519,6.17,K2,Auriga,43
974,unnamed974,6.18,K0,Auriga,43
975,unnamed975,6.18,A2V,Auriga,43
976,unnamed976,6.19,K1III,Auriga,43
977,unnamed977,6.2,F2IIp...,Auriga,43
978,unnamed978,6.2,F6III,Auriga,43
979,V538 Aur,6.21,K1V,Auriga,43
980,unnamed980,6.21,K2III...,Auriga,43
981,unnamed981,6.21,K0,Auriga,43
982,unnamed982,6.22,K0,Auriga,43
983,NO Aur,6.23,M2SIab,Auriga,43
984,unnamed984,6.23,F4V,Auriga,43
985,unnamed985,6.23,B9sp...,Auriga,43
986,unnamed986,6.24,A8Vn,Auriga,43
987,unnamed987,6.27,A3IV,Auriga,43
988,V440 Aur,6.28,M3III,Auriga,43
989,unnamed989,6.28,A5m,Auriga,43
990,unnamed990,6.29,K1III,Auriga,43
991,unnamed991,6.3,K1III...,Auriga,43
992,unnamed992,6.3,K0,Auriga,43
993,unnamed993,6.31,K0III-IV,Auriga,43
994,unnamed994,6.32,K0III+...,Auriga,43
995,60 Aur,6.32,F5V:,Auriga,43
996,43 Aur,6.33,K2III,Auriga,43
997,unnamed997,6.33,K0,Auriga,43
998,unnamed998,6.34,G9III,Auriga,43
999,unnamed999,6.35,A2II,Auriga,43
1000,unnamed1000,6.35,K1III,Auriga,43
1001,unnamed1001,6.36,K0,Auriga,43
1002,unnamed1002,6.37,A2V,Auriga,43
1003,HD 36041,6.38,G9III,Auriga,43
1004,unnamed1004,6.38,K0,Auriga,43
1005,35 Cam,6.39,A7III,Auriga,43
1006,unnamed1006,6.4,B8IV,Auriga,43
1007,unnamed1007,6.4,A2V,Auriga,43
1008,unnamed1008,6.4,K0,Auriga,43
1009,unnamed1009,6.41,F5,Auriga,43
1010,unnamed1010,6.41,A1Vs,Auriga,43
1011,HD 33463,6.42,M2III,Auriga,43
1012,34 Cam,6.42,A5m,Auriga,43
1013,unnamed1013,6.43,K0,Auriga,43
1014,unnamed1014,6.44,K0,Auriga,43
1015,22 Aur,6.45,B9Vs,Auriga,43
1016,6 Aur,6.46,K5III,Auriga,43
1017,ψ8 Aur,6.46,B9.5sp...,Auriga,43
1018,unnamed1018,6.47,G5,Auriga,43
1019,V403 Aur,6.47,G8III,Auriga,43
1020,unnamed1020,6.48,F8,Auriga,43
1021,unnamed1021,6.48,F8III,Auriga,43
1022,unnamed1022,6.48,M3,Auriga,43
1023,unnamed1023,6.48,K0,Auriga,43
1024,unnamed1024,6.49,A8V,Auriga,43
1025,unnamed1025,6.49,A5V,Auriga,43
1026,18 Aur,6.49,A7V,Auriga,43
1027,unnamed1027,6.49,K0,Auriga,43
1028,unnamed1028,6.49,K2,Auriga,43
1029,unnamed1029,6.49,F5,Auriga,43
1030,unnamed1030,6.49,K5,Auriga,43
1031,unnamed1031,6.5,A2m,Auriga,43
1032,unnamed1032,6.5,K0,Auriga,43
1033,42 Aur,6.53,F0V,Auriga,43
1034,HD 40979,6.74,F8V,Auriga,43
1035,LY Aur,6.85,O9.5+O9.5eaII-III,Auriga,43
1036,12 Aur,6.9,B5,Auriga,43
1037,25 Cam,6.94,A0,Auriga,43
1038,AB Aur,7.06,A0Vpe,Auriga,43
1039,33 Cam,7.15,A0,Auriga,43
1040,V420 Aur,7.45,B0IVpe,Auriga,43
1041,EO Aur,7.83,B5,Auriga,43
1042,HD 45350,7.88,G5IV,Auriga,43
1043,HD 43691,8.03,G0IV-V,Auriga,43
1044,HD 49674,8.1,G5V,Auriga,43
1045,MZ Aur,8.16,B1.5IVnp,Auriga,43
1046,IU Aur,8.39,B3Vnne,Auriga,43
1047,HD 42012,8.44,K0,Auriga,43
1048,V423 Aur,8.68,B8,Auriga,43
1049,KELT-2A,8.77,F7V,Auriga,43
1050,WASP-12,11.69,G0,Auriga,43
1051,HAT-P-9,12.34,F,Auriga,43
1052,NX Aur,14.1,B4Ve,Auriga,43
1053,GD 66,15.56,DA,Auriga,43
1054,Arcturus,,K2IIIp,Bootes,43
1055,ε Boo,2.37,K0 II-III,Bootes,43
1056,η Boo,2.68,G0IV,Bootes,43
1057,γ Boo,3.04,A7IIIvar,Bootes,43
1058,δ Boo,3.46,G8III,Bootes,43
1059,β Boo,3.49,G8III,Bootes,43
1060,ρ Boo,3.57,K3III,Bootes,43
1061,ζ Boo,3.78,A3IVn,Bootes,43
1062,θ Boo,4.04,F7V,Bootes,43
1063,υ Boo,4.05,K5IIIvar,Bootes,43
1064,λ Boo,4.18,A0sh,Bootes,43
1065,μ1 Boo,4.31,F0V,Bootes,43
1067,σ Boo,4.47,F3Vwvar,Bootes,43
1068,π1 Boo,4.49,B9p MnHg,Bootes,43
1069,τ Boo,4.5,F7V,Bootes,43
1070,ψ Boo,4.52,K2III,Bootes,43
1071,κ2 Boo,4.53,A8IV,Bootes,43
1072,ξ Boo,4.54,G8V + K4V,Bootes,43
1073,ο Boo,4.6,K0III,Bootes,43
1074,ι Boo,4.75,A9V,Bootes,43
1075,HD 125351,4.8,K1III,Bootes,43
1076,W Boo,4.8,M3III,Bootes,43
1077,ω Boo,4.8,K4III,Bootes,43
1078,12 Boo,4.82,F9IVw,Bootes,43
1079,44 Boo,4.83,G2V + G2V,Bootes,43
1080,20 Boo,4.84,K3III,Bootes,43
1081,HD 126128,4.86,A0V,Bootes,43
1082,31 Boo,4.86,G8IIIvar,Bootes,43
1083,6 Boo,4.92,K4III,Bootes,43
1084,45 Boo,4.93,F5V,Bootes,43
1085,ν2 Boo,4.98,A5V,Bootes,43
1086,9 Boo,5.02,K3IIIvar,Bootes,43
1087,ν1 Boo,5.04,K5III,Bootes,43
1088,BY Boo,5.13,M4.5:III,Bootes,43
1089,unnamed1089,5.24,G8III,Bootes,43
1090,φ Boo,5.25,G8III-IV,Bootes,43
1091,CF Boo,5.26,M2III,Bootes,43
1092,χ Boo,5.28,A2V,Bootes,43
1093,15 Boo,5.29,K1III,Bootes,43
1094,50 Boo,5.38,B9Vn,Bootes,43
1095,33 Boo,5.39,A1V,Bootes,43
1096,22 Boo,5.4,F0m,Bootes,43
1097,18 Boo,5.41,F5IV,Bootes,43
1098,unnamed1098,5.46,K4III,Bootes,43
1099,unnamed1099,5.47,K0III-IV,Bootes,43
1100,BP Boo,5.48,B9p...,Bootes,43
1101,unnamed1101,5.52,G8III:,Bootes,43
1102,14 Boo,5.53,F6IV,Bootes,43
1103,32 Boo,5.55,G8III,Bootes,43
1104,unnamed1104,5.56,K4III,Bootes,43
1105,HD 118889,5.57,F0V,Bootes,43
1106,24 Boo,5.58,G3IV,Bootes,43
1107,47 Boo,5.59,A1V,Bootes,43
1108,2 Boo,5.63,G9III,Bootes,43
1109,unnamed1109,5.63,F7V,Bootes,43
1110,40 Boo,5.64,F1III-IV,Bootes,43
1111,unnamed1111,5.65,A4V,Bootes,43
1112,46 Boo,5.67,K2III,Bootes,43
1113,39 Boo,5.68,F6V+...,Bootes,43
1114,7 Boo,5.71,G5III,Bootes,43
1115,unnamed1115,5.72,M2III,Bootes,43
1116,unnamed1116,5.72,K4III,Bootes,43
1117,unnamed1117,5.72,G5III:,Bootes,43
1118,1 Boo,5.73,A1V,Bootes,43
1119,CH Boo,5.74,M1III,Bootes,43
1120,unnamed1120,5.74,K2III,Bootes,43
1121,10 Boo,5.76,A0Vs,Bootes,43
1122,38 Boo,5.76,F7IVw,Bootes,43
1123,unnamed1123,5.76,F2V,Bootes,43
1124,EK Boo,5.78,M5III,Bootes,43
1125,unnamed1125,5.8,A4V,Bootes,43
1126,unnamed1126,5.82,K1III,Bootes,43
1127,unnamed1127,5.83,A1V,Bootes,43
1128,CY Boo,5.84,M3III,Bootes,43
1129,unnamed1129,5.84,G8III,Bootes,43
1130,HP Boo,5.86,G2V,Bootes,43
1131,π2 Boo,5.88,,Bootes,43
1132,unnamed1132,5.9,K2III:,Bootes,43
1133,unnamed1133,5.9,A0V,Bootes,43
1134,26 Boo,5.91,F2IV,Bootes,43
1135,unnamed1135,5.93,F0V,Bootes,43
1136,4 G. Boo,5.94,A3V,Bootes,43
